name,taxType,link,image,price,soldOut
[청천영농조합법인] 청년풍미 10kg (누룽지향쌀),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17516-1011004?tpa_index18274=8&PB_1410486717=26&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_87989cc7556f8e1ce39c3e1acc9e.jpg,"30,000 P",FALSE
[영암매력한우기찬랜드점] 명품선물세트 1호(등심 1kg),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-8690-1013016?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_0e8bdba334cefb322284542cb1f9.jpg,"200,000 P",FALSE
[부산 기장군]기장사람들 기장미역 800g,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-8023-1002017?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_13bf45ce198f30afeaadf11d4bd5.jpg,"40,000 P",FALSE
[안양시]안양수제파이 선물세트(초코3+모카3+딸기3),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18965-1008005?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_d780c6d16d75f0467bcadbe20338.png,"20,000 P",FALSE
"곡성축협 지리산 순한한우 국거리, 불고기 세트(1등급 이상)",A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-5460-1013008?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_23612b6605969b82071d3d64a3fa.jpg,"90,000 P",FALSE
영월드림 선물세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-1529-1009011?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b5aa4dab46ba173e538bae9f17a4.jpg,"30,000 P",FALSE
[안양시] FC안양 캐릭터 후드담요,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16731-1008005?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_098a8fdf3c9251234976041d1866.jpg,"25,000 P",FALSE
지리산청학농협 실속건나물 6종세트,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-8578-1015015?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_3a1274b5459a87a1df2eebdadcdf.jpg,"30,000 P",FALSE
"고향애 기본세트(된장 800g, 고추장 800g)",A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-15035-1008023?tpa_index18274=8&PB_1410486717=27&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_9471af58e721e11f85e5c2041b49.jpg,"50,000 P",FALSE
"엔드그레인 도마(레인트리,티크)",A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19957-1009017?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_6f3c02b87f27d050451547364939.jpg,"120,000 P",FALSE
[부산] 바다찬찬 고등어살 선물셋트 ( 바다찬찬 * 5pack ),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16211-1002001?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_0693ff3b92f102b46cbc8ead8456.jpg,"35,000 P",FALSE
(맛의 고장 목포)에서 전하는 흑산홍어,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-9720-1013002?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_1347daff3a66e466b118e0ac0735.png,"30,000 P",FALSE
창녕사랑상품권,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-755-1015012?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_eb07799977db214de554ec8d61ed.jpg,"10,000 P",FALSE
고추장굴비(600g),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-7119-1013019?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_7afd0347e367c3d5ef217b28c64b.jpg,"60,000 P",FALSE
"로즈 디퓨져,컨테이너캔들",C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-13574-1003008?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/85b248957c9076b6a0f5d29e5b8da4ef/800_800_b402494a363309e3c53bdbd5d40d.gif,"35,000 P",FALSE
청두밀 선물세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11842-1009006?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_defefe80ca5e99ec72ee334875a1.jpg,"31,000 P",FALSE
[무주군] 천연 아카시아벌꿀 2.4kg,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17186-1012010?tpa_index18274=8&PB_1410486717=28&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_e38895456bcafe663f54311c00c5.jpg,"60,000 P",FALSE
[전남 여수시][NON-GMO]국내산 여수옥시시 조청,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18592-1013003?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_5352e8429ed5db986940043e7773.jpg,"14,000 P",FALSE
[영암군]김의준고구마 꿀 고구마말랭이 100g x 10봉,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11357-1013016?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_37efa01a04d53767f7996251cc7e.jpg,"25,000 P",FALSE
체험권 - with gyeongju 명함꽂이(라탄공예),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-235-1014003?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_4fb2029e4aa5f80c3de7c3503d07.jpeg,"40,000 P",FALSE
[진천군]참새마루 쌀 4kg,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11839-1010010?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b8e25d483dbc20319374f2175e64.jpeg,"15,000 P",FALSE
[전라남도 본청] 담미소 곱창김 1속 선물세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11836-1013001?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b658d02042cb8f0652a232f4a24a.jpg,"18,000 P",FALSE
흑마늘진액,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19819-1010004?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a1457f602a75f8a2dd55ca5e93c4.jpg,"52,000 P",FALSE
[경남 함안군] 함안사랑상품권(모바일),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17645-1015011?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_9af5ebfb36d8392fcb69ecb9b370.png,"10,000 P",FALSE
[전북남원]참예우 4구(등심500g+불고기500g+장조림500g+국거리500g),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-15721-1012006?tpa_index18274=8&PB_1410486717=29&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_74147bd7f52b3e4a5d493666b72f.png,"154,000 P",FALSE
애플링 배칩 20g*10봉지,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-9529-1014010?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_972b04e5959b464f300f07f8e975.jpg,"37,000 P",FALSE
[경북영양군]  남영양농협 햇살촌 고춧가루 스틱 선물세트,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-2847-1014015?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_90c39e52a8c9f1a9b7bea3bc4704.jpg,"30,000 P",FALSE
[전라남도 본청] 매력한우기찬랜드 3구 실속선물세트,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-4739-1013001?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_e07a28847dec0ee993261d4fd50f.jpg,"125,000 P",FALSE
김해축협 천하1품(등심) 선물세트,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18237-1015006?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_40f2cbf1d8e42433a9ad0bdb1163.jpg,"100,000 P",FALSE
[충남 당진시] 모바일 당진사랑상품권,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17815-1011016?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_dc1ff9f0945174b5533e7b562e07.jpg,"10,000 P",FALSE
장성군(정관스님과 함께하는 사찰음식 체험),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18828-1013020?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_cd838ea078fb4ac2c9b804a3bb26.jpg,"150,000 P",FALSE
금가루 사과 와인 추사애플와인 12% 375ml,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-9115-1011014?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_3280fbca726624913ff653b00cca.jpg,"20,000 P",FALSE
부농 표고채 400g,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-13159-1014010?tpa_index18274=8&PB_1410486717=30&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_8d0176d7eab0e02cfc3a112ca7eb.png,"30,000 P",FALSE
"[방주명가]금강송숲 깊은맛 친환경인증 전통장 2종세트(된장,고추장)",A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-7666-1014023?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_2a95278d93ebaf2db8f970c8c538.jpg,"23,000 P",FALSE
보은대추차,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-6380-1010006?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_d4055c1369e55ef0cee61e961441.jpg,"30,000 P",FALSE
[우영식품]찰보리빵,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-4935-1002012?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b72228cf8cd2a1167699d091b2e5.jpg,"8,000 P",FALSE
[대전광역시]조청세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16405-1006001?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_3a5d450bff5d02a94376da934290.jpg,"25,000 P",FALSE
더이니퓨어 전통디자인 수제자연비누 2구세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11037-1002009?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_62f5c1fa56f529757787f9f15d35.png,"25,000 P",FALSE
[다약정]와송 분말,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-4932-1014023?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_54f7a03967f16a19822bd3337a95.jpg,"48,000 P",FALSE
[울산축협한우] [언양식 석쇠불고기 300g],C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-14788-1007002?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_66ad15b3ca4b3483412f71d6e2a4.jpg,"12,000 P",FALSE
[전북 군산 금강식품] 맛들찬장아찌 2종세트(울외/무),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-12812-1012003?tpa_index18274=8&PB_1410486717=31&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b454fa5eee608729db65b8d25180.jpg,"30,000 P",FALSE
[경기도] 착착착 국수간장 선물세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-15429-1008001?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_27b35634d229808342e6d38fea42.jpg,"10,000 P",FALSE
바다장어 선물세트 2호,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-12754-1015004?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_86c767af29244907340465fe9885.jpeg,"50,000 P",FALSE
[충남 답례품]수삼선물세트 750g,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-14047-1011001?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_5852d48f3ee6e68a9ef6c1e1f080.png,"50,000 P",FALSE
프로폴리스 아이련 치약세트(180g*4개입),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19721-1010004?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_8a359563e0cc766933cece58875d.jpg,"19,800 P",FALSE
한우등심세트(500g*2P) 국내산 1등급,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10695-1009006?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_d30ce3a41ed464d5a7952d41d6c5.jpg,"100,000 P",FALSE
[고성축산농협] 한돈 삼겹살 선물세트 800g / 1.6kg,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16247-1015013?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_93b4579e1fd07de09db09fdd6b15.jpg,"30,000 P",FALSE
[충남 답례품]한산소곡주+한산소곡화주 선물세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-1481-1011001?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a1a1f12e595f644b7cd118d72790.jpg,"55,000 P",FALSE
[충남 아산] 뜨락에꿈 유기농 무알콜 와인 임산부와인,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16792-1011005?tpa_index18274=8&PB_1410486717=32&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_9a19818cc734799bcbcc047ec30c.jpg,"25,000 P",FALSE
[대구 서구]가온 순면60수 차렵이불,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-9320-1003004?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b176a3296de7b0366245ee9ae402.jpg,"40,000 P",FALSE
백새우살(500g) 3팩,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-5885-1013019?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_8beb7f0ef722dbb7a9115dc35ef8.jpg,"30,000 P",FALSE
영월 어수리나물 냉면(800g/4인분),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-2317-1009011?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a3756d8582aca026ea5fa29eb7e2.jpg,"30,000 P",FALSE
[영암군]생생무화과잼세트(500g*2개),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-5079-1013016?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_76f9c02eebf59fcaffef616efeae.jpg,"20,000 P",FALSE
명품약돌한우 정육2호 (국거리 600g+불고기 600g) 1++등급이상,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10197-1014010?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_8eb51a82ba2360c1bfc9f67bd7bb.png,"90,000 P",FALSE
[강원 철원]철원새마을금고 철원오대쌀 500g*8개입,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-8135-1009014?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ae1f327cee9165b0232d5ea6c877.png,"18,500 P",FALSE
[충북 증평군] 홍삼100 70ml x 30포,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-9981-1010009?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a966b04338f71ebe464fe9e4ac63.png,"40,000 P",FALSE
[충남 당진시] 국내산 천연벌꿀 100% 스틱꿀 선물세트 1Box(12g*45포),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18422-1011016?tpa_index18274=8&PB_1410486717=33&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_e7ed968e50ab3a7411bbbb578e74.jpg,"38,000 P",FALSE
의령군 토요애쇼핑몰 포인트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-6813-1015010?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_15dd9558c59e263a4484922bd711.png,"10,000 P",FALSE
"소고기, 장어 3만원 할인권(예천장터 쿠폰)",C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18865-1014021?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_32eef635264cd5efcd51f2d8dae0.jpg,"30,000 P",FALSE
[전라남도 본청] 전남 강진 강진청자 국보 상감운학문 매병 주병 반상기 식기세트 머그 다기세트 티팟세트,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-14611-1013001?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b29f8f11d0d913eb4d8070423ea8.jpg,"45,000 P",FALSE
소소홍홍 청도감빵(10구),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11689-1014017?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_15e18f80dc190ab6a3ca8c9577b4.jpg,"17,000 P",FALSE
[전남 담양]안복자명인 7호 (선물세트),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16504-1013007?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_e8b3c1f800ad3f0bcda4b69f38a9.jpg,"60,000 P",FALSE
[대전광역시] 미니마들렌 선물세트 10구(레몬 딸기 초코 플레인 녹차),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-7669-1006001?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a9911cd961a329e7aabb1b776ed6.jpg,"22,000 P",FALSE
국내산 유기농양배추100% 저온착즙 유기농양배추즙,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10808-1013018?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ef2454d98e29da2a97c33c81ff49.jpg,"30,000 P",FALSE
[전북 고창군] 아어가지 꿀고구마 10kg(혼합사이즈),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-2452-1012014?tpa_index18274=8&PB_1410486717=34&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_9468b4598e027c386c71d6bd751b.jpg,"30,000 P",FALSE
[경남 거제시] 거제 파노라마 케이블카 일반캐빈 왕복탑승권,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-12389-1015008?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_704e4dc5282c36e0947683b53372.jpg,"15,000 P",FALSE
[전남 여수시]돌산갓김치(3kg),A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10352-1013003?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_e40f1627d058642e7be5ffd86fc3.gif,"30,000 P",FALSE
[경기 수원시] 수원정다미,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20150-1008002?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_3a80db9a9ab18f879e7cbc9ba7a4.jpg,"30,000 P",FALSE
[전라남도 본청] 배꽃 우산,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-13390-1013001?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_27f2e1d3b578ae7566dde9de0f79.jpg,"30,000 P",FALSE
[충남홍성 전통주] 자연이 빚은 프리미엄 청주 '해',C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-9169-1011013?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_bed7b17df06bcf03583c45789b0d.jpg,"32,000 P",FALSE
[전북 진안] [무진장축협] 마이돈포크 냉장 삼겹살/목살/앞다리살 중 택1,A,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-6146-1012009?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_702b6f2c6fe0a74417a62ea61782.jpg,"30,000 P",FALSE
[대전광역시] 대추 방울토마토 5KG,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11941-1006001?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_3df0b09b3f0ec3140c57cc50dc7c.jpg,"30,000 P",TRUE
산꿀자연송이(유리병200g x 2),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10804-1009019?tpa_index18274=8&PB_1410486717=35&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_e6bd0cd7c3a9c633e219d3c6904f.jpg,"38,000 P",FALSE
장수마을 이츠레드 사과당근즙 100ml 30포,C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-8762-1012011?tpa_index18274=8&PB_1410486717=36&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ee4243c0ccaf9f9441d33221d170.png,"25,000 P",FALSE
"[강원 강릉시] 강릉의향(솔향, 바다향, 커피향) - 섬유향수",C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-13221-1009004?tpa_index18274=8&PB_1410486717=36&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_d4520604fc25b2ad177af48b4eec.jpg,"10,000 P",FALSE
[장성군] 인절미 세트(2kg),C,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16754-1013020?tpa_index18274=8&PB_1410486717=36&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_c20b0645345b7ab9966ae87fa1c9.jpg,"30,000 P",FALSE
