name,link,image,price,soldOut,state,region,category,taxType
[서울특별시] 노랑풍선시티버스(전통문화코스) 성인 탑승권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18046-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M08&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_00ea030f9f7227e0aab594498e8d.jpg,"20,000 P",FALSE,서울특별시,본청,관광서비스,C
[서울특별시] 한강유람선/여의도/한강투어크루즈,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17486-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M08&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_51ebb8b4e0e1cf65ebd4f63cefe9.jpg,"16,900 P",FALSE,서울특별시,본청,관광서비스,C
[서울특별시] 한강유람선/여의도/달빛뮤직크루즈(19:30),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17489-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M08&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_6285e836cffcf4d248f796da1a53.jpg,"29,900 P",FALSE,서울특별시,본청,관광서비스,C
[서울특별시] (도심고궁남산코스) 서울시티투어버스 일일탑승권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17380-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M08&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_1cd06053e5c814f6e0330ab07d81.jpg,"20,000 P",FALSE,서울특별시,본청,관광서비스,C
[서울특별시] N서울타워 전망대 2인 입장권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17472-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M08&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_afda5e0ba8322c311017f5bef180.jpg,"30,000 P",FALSE,서울특별시,본청,관광서비스,C
[서울특별시] 황실배 선물세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17474-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_9505a8b9538e82399092d5b4057e.jpg,"30,000 P",FALSE,서울특별시,본청,농축산물,A
[서울특별시] 경복궁쌀 10kg,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17636-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b9ed9e94675f661cf32fc0c9f807.jpg,"29,500 P",FALSE,서울특별시,본청,농축산물,A
[서울특별시] 경복궁쌀 20kg,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17449-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_2a3afad05b76061949f347269940.jpg,"59,000 P",FALSE,서울특별시,본청,농축산물,A
[서울특별시] 경복궁 자경전 꽃담 스카프 낱개,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17505-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_14bce7deaa15a2be1858e4523de2.jpg,"20,000 P",FALSE,서울특별시,본청,생활용품,C
[서울특별시] 경복궁 자경전 꽃담 스카프 set,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17379-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_fdb4117f0b71c51e94a0faff49f4.jpg,"30,000 P",FALSE,서울특별시,본청,생활용품,C
[서울특별시]전통물감 컬러링키트 '채색상자 : 창덕궁 에디션',https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17454-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_971b7b9e2c2bb0581b1973ccd794.png,"200,000 P",FALSE,서울특별시,본청,생활용품,C
서울사랑상품권 (1천원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-12566-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_2957384e20b9977ba8535fdfe4b4.png,"1,000 P",FALSE,서울특별시,본청,지역상품권,A
서울사랑상품권(1만원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-12558-1001001?SCH_goods_category_serial=%7E1001001&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_cc02305ca3116b56b0944dad2724.png,"10,000 P",FALSE,서울특별시,본청,지역상품권,A
종로사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10860-1001002?SCH_goods_category_serial=%7E1001002&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ad722aeb3e8ca3a6dc582a4e70b1.png,"1,000 P",FALSE,서울특별시,종로구,지역상품권,A
종로사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10270-1001002?SCH_goods_category_serial=%7E1001002&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_78968b043f9384a0f9797b49adbf.png,"10,000 P",FALSE,서울특별시,종로구,지역상품권,A
모바일 용산사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18800-1001004?SCH_goods_category_serial=%7E1001004&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_f592c0ff49000dc91843701371a2.png,"10,000 P",FALSE,서울특별시,용산구,지역상품권,A
모바일 용산사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18801-1001004?SCH_goods_category_serial=%7E1001004&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_3e12e70492d69052133e927297bf.png,"1,000 P",FALSE,서울특별시,용산구,지역상품권,A
벨카리노 은장화이트 원형 손목시계(MF6100S M/F),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20953-1001005?SCH_goods_category_serial=%7E1001005&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_5b549ac572c8d73c84ac45bff95a.jpg,"30,000 P",FALSE,서울특별시,성동구,생활용품,C
벨카리노 금장화이트 원형 손목시계(BC6100G M/F),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20955-1001005?SCH_goods_category_serial=%7E1001005&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b047b7212e47928d029fb9940ac5.jpg,"30,000 P",FALSE,서울특별시,성동구,생활용품,C
서울숲 재즈 페스티벌 공연 관람 쿠폰,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-9142-1001005?SCH_goods_category_serial=%7E1001005&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_7d97f422a31e8c3450b4496c78b1.jpg,"80,000 P",FALSE,서울특별시,성동구,지역상품권,C
성동사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-10648-1001005?SCH_goods_category_serial=%7E1001005&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_453a3b9ca8f1cd4963f990c2e582.png,"1,000 P",FALSE,서울특별시,성동구,지역상품권,C
성동사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-7068-1001005?SCH_goods_category_serial=%7E1001005&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_f08ec64db3bb241a07a14e064104.png,"10,000 P",FALSE,서울특별시,성동구,지역상품권,C
광진사랑상품권(1천원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19120-1001006?SCH_goods_category_serial=%7E1001006&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_0aaad38fee5916599e6d83c0e5c9.png,"1,000 P",FALSE,서울특별시,광진구,지역상품권,C
광진사랑상품권(1만원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19119-1001006?SCH_goods_category_serial=%7E1001006&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_accd4a0e6ff7ac695750e9e345ea.png,"10,000 P",FALSE,서울특별시,광진구,지역상품권,C
중랑사랑상품권(1만원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20533-1001008?SCH_goods_category_serial=%7E1001008&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_bff7895cc03187c8de87a14490c6.png,"10,000 P",FALSE,서울특별시,중랑구,지역상품권,A
중랑사랑상품권(1천원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20540-1001008?SCH_goods_category_serial=%7E1001008&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_d101c15687915ff910ee5c7d4ba2.png,"1,000 P",FALSE,서울특별시,중랑구,지역상품권,A
당뇨에 좋은 김생건강식단,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20636-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_03bed87624773c162cb33ba5ccb6.jpg,"17,500 P",FALSE,서울특별시,노원구,농축산물,A
"국내산김치-배추김치,알타리,깍두기5kg/10kg",https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20693-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_c5c672a8afd2a81883abd5749c78.jpg,"30,000 P",FALSE,서울특별시,노원구,농축산물,A
당뇨에 좋은 건강백쌀 5kg,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20646-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_fd6835256a0522160ae4c7380a2f.jpg,"52,000 P",FALSE,서울특별시,노원구,농축산물,A
항암배추로 만든 기능성김치,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20645-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M04&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_17d28fca83897a5b877db04fdf19.jpg,"23,900 P",FALSE,서울특별시,노원구,가공식품,A
당뇨에 좋은 조은밥 햇반,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20644-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M04&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_03098fc0ab7c90b86134a3c9347a.jpg,"38,000 P",FALSE,서울특별시,노원구,가공식품,A
쿠키틴케이스 세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20616-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M04&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_604265f9b60aa3c398affbd46fb9.jpg,"30,000 P",FALSE,서울특별시,노원구,가공식품,C
당뇨에 좋은 천미수,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20637-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M04&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_226386b7bc8500fc550fab42ef69.jpg,"28,000 P",FALSE,서울특별시,노원구,가공식품,C
노원스토리 핸드메이드 머그셋,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20654-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_1a44bfc3eacd12f7f80930e27aa0.jpg,"30,000 P",TRUE,서울특별시,노원구,생활용품,C
노원스토리 머그셋,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20655-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_bd48dccb02f1f7756b7c98940fcb.jpg,"30,000 P",TRUE,서울특별시,노원구,생활용품,C
힐링업황사방역마스크(KF94)(대형),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20697-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_f9375a1b482139b8688aa62cbe64.png,"135,000 P",TRUE,서울특별시,노원구,생활용품,C
노원힐링셋트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20663-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_78f953b335b0c1c48d9d6adbe043.jpg,"50,000 P",TRUE,서울특별시,노원구,생활용품,C
에코민트 선물세트 1호 / 2호 / 3호,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20597-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a39e0541ca8e3e041a450f65e501.png,"30,000 P",FALSE,서울특별시,노원구,생활용품,C
에코민트 보드라운 비누 시나몬/레몬밤,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20427-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_0e4f346194986a7f814e6b9ac463.png,"6,000 P",FALSE,서울특별시,노원구,생활용품,C
문구세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20622-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_4ee55dfdd5b7fbb035c68c928840.jpg,"30,000 P",FALSE,서울특별시,노원구,생활용품,C
에코민트 스리즈누아 디퓨저 120ml,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20476-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_53e2ead0d4e482a94520e047e404.png,"12,000 P",FALSE,서울특별시,노원구,생활용품,C
에코민트 선물세트 1호 / 2호 / 3호,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20597-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M05&sch_method=and&tpa_index18274=8&PB_1410486717=2&SCROLLLOADING=Y,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a39e0541ca8e3e041a450f65e501.png,"30,000 P",FALSE,서울특별시,노원구,생활용품,C
노원사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-11697-1001012?SCH_goods_category_serial=%7E1001012&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_06d983f76ac4f788e596595f6a92.png,"10,000 P",FALSE,서울특별시,노원구,지역상품권,C
친환경 스카디아모스 커피박 화분(2개세트),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20942-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_3fb8853ee775acae08d2ee6057dd.jpg,"30,000 P",FALSE,서울특별시,은평구,생활용품,C
컬러링 윷놀이 키트 [가가호호 십장생도 컬러링 윷놀이],https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20909-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ee9ee2dfe06b30daf1b55f497082.jpg,"14,000 P",FALSE,서울특별시,은평구,생활용품,C
전통 풍등 만들기 키트 [창 너머 아른아른 소원 등],https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20975-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_60101f069dd29133c25c02a58029.jpg,"22,000 P",FALSE,서울특별시,은평구,생활용품,C
[더도울] 텀블백,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-21014-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_7ad31cbf3f8c66decef6f3c39936.jpg,"16,000 P",FALSE,서울특별시,은평구,생활용품,C
친환경 커피박 윷놀이 세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20943-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_523cd8322b39cdd663c8e52ca3a9.jpg,"20,000 P",FALSE,서울특별시,은평구,생활용품,C
[더도울] 클러치&카드지갑 세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-21013-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M05&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_8ae285890d44f8eb4a96de33904f.jpg,"10,000 P",FALSE,서울특별시,은평구,생활용품,C
은평사랑상품권(1천원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16737-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ecf5d708b1ebfbe19bcc9200bfb2.png,"1,000 P",FALSE,서울특별시,은평구,지역상품권,A
은평사랑상품권(1만원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16741-1001013?SCH_goods_category_serial=%7E1001013&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ddf63548f9bc6c18aa897007de00.png,"10,000 P",FALSE,서울특별시,은평구,지역상품권,A
서대문사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20022-1001014?SCH_goods_category_serial=%7E1001014&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_fedf981ab8b1f95f6372fbd20d4a.png,"1,000 P",FALSE,서울특별시,서대문구,지역상품권,C
서대문사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20023-1001014?SCH_goods_category_serial=%7E1001014&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a4f422302ac5be123696755622e8.png,"10,000 P",FALSE,서울특별시,서대문구,지역상품권,C
마포사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19580-1001015?SCH_goods_category_serial=%7E1001015&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_2c08c86944e772bfb9a5799de7bf.png,"10,000 P",FALSE,서울특별시,마포구,지역상품권,C
마포사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19581-1001015?SCH_goods_category_serial=%7E1001015&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a1fd6ebebadce083d44045b3e1f7.png,"1,000 P",FALSE,서울특별시,마포구,지역상품권,C
강서사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17500-1001017?SCH_goods_category_serial=%7E1001017&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_e2da647a24f59bcf125a0b1565b7.png,"1,000 P",FALSE,서울특별시,강서구,지역상품권,A
강서사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17499-1001017?SCH_goods_category_serial=%7E1001017&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b9c77560ac72a9d3138f1c6b5599.png,"10,000 P",FALSE,서울특별시,강서구,지역상품권,A
구로스마트팜센터 엽채류,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20948-1001018?SCH_goods_category_serial=%7E1001018&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_19a8d98614b8c49715384f72b601.png,"5,000 P",FALSE,서울특별시,구로구,농축산물,C
구로사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20719-1001018?SCH_goods_category_serial=%7E1001018&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_1d216fd84851334fd4aa44d3a80c.png,"1,000 P",FALSE,서울특별시,구로구,지역상품권,C
구로사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-20718-1001018?SCH_goods_category_serial=%7E1001018&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_cce28da55f652475daf2760ee1b2.png,"10,000 P",FALSE,서울특별시,구로구,지역상품권,C
금천사랑상품권(1천원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17487-1001019?SCH_goods_category_serial=%7E1001019&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_49a45293e160499e8fa58426fdb0.png,"1,000 P",FALSE,서울특별시,금천구,지역상품권,A
금천사랑상품권(1만원권),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-17490-1001019?SCH_goods_category_serial=%7E1001019&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_2b7c26313af5247777feabb752e2.png,"10,000 P",FALSE,서울특별시,금천구,지역상품권,A
관악사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18675-1001022?SCH_goods_category_serial=%7E1001022&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_ea69e1da88a1362f86718bf5e3c5.png,"1,000 P",FALSE,서울특별시,관악구,지역상품권,C
관악사랑상품권,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18674-1001022?SCH_goods_category_serial=%7E1001022&SCH_goods_group=M06&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_24173bb494cd01b15c9edd5bb772.png,"10,000 P",FALSE,서울특별시,관악구,지역상품권,C
뉴황금쌀 4KG / 10KG,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16075-1002001?SCH_goods_category_serial=%7E1002001&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_59fe5a015a051dda4f4062bfecda.png,"15,000 P",FALSE,부산광역시,본청,농축산물,A
[부산시] 바비조아 유기농 프리미엄쌀 5종 세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18649-1002001?SCH_goods_category_serial=%7E1002001&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_537d57f121db1d725905a6f31c5f.png,"30,000 P",FALSE,부산광역시,본청,농축산물,A
유기농 미락 우렁이쌀 5kg / 10kg,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-18975-1002001?SCH_goods_category_serial=%7E1002001&SCH_goods_group=M01&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_b3b66499527096f7326c80929c51.jpg,"23,000 P",FALSE,부산광역시,본청,농축산물,A
[부산] 덕화명란 대한민국 명장 장석준 명란 1세트/2세트/3세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19041-1002001?SCH_goods_category_serial=%7E1002001&SCH_goods_group=M02&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_5e3c3b7add037b6a045b10e41c3f.jpg,"30,000 P",FALSE,부산광역시,본청,수산물,C
[부산시]등대어묵 선물세트大 : 고향사랑e음 (ilovegohyang.go.kr),https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16069-1002001?SCH_goods_category_serial=%7E1002001&SCH_goods_group=M02&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_4e39c368e9e7e90a503f041a1bf6.png,"70,000 P",FALSE,부산광역시,본청,수산물,C
[부산] 씨드 기장미역 종합선물세트,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-16438-1002001?SCH_goods_category_serial=%7E1002001&SCH_goods_group=M02&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_c9eeeef5bb81c607c5e565e33064.png,"30,000 P",FALSE,부산광역시,본청,수산물,A
[부산시] 손질고등어 6팩,https://shop.ilovegohyang.go.kr/kwa-ABS_goods_v-19943-1002001?SCH_goods_category_serial=%7E1002001&SCH_goods_group=M02&sch_method=and,https://shop.ilovegohyang.go.kr/thumb/d593060f9bf1cef1b7c8c1e58464c59a/800_800_a2554f9fbcef8de47c56eede789e.jpg,"30,000 P",FALSE,부산광역시,본청,수산물,A
